SID,SNAME,SEX,HEIGHT,BDATE,DORM
04025501,马凡容,女,166.62,2004-12-22,北2舍217
04025511,阎珠卿,女,163.84,2004-05-16,西1舍806
04025521,刘洛书,女,164.45,2003-11-24,东2舍827
04025531,宋楠绮,女,153.12,2004-05-31,西2舍734
04025541,孙荣英,女,165.45,2003-10-23,北2舍115
04025551,伍潼爱,女,158.09,2004-04-19,西1舍319
04025560,沈寒川,男,178.0,2004-09-11,南2舍421
04025571,罗蓓蕴,女,157.97,2004-09-06,东1舍640
04025581,沈灵龙,女,161.53,2004-11-16,西2舍608
04025590,董舱澈,男,168.0,2004-07-15,西2舍831
04025601,邓碧琰,女,168.45,2005-02-26,东2舍728
04025610,黄达光,男,174.0,2003-11-10,北2舍123
04025620,刘真云,男,167.0,2004-09-03,南1舍233
04025631,程扬叶,女,161.83,2005-01-19,北2舍435
04025640,罗远棋,男,172.0,2004-10-11,西2舍122
04025651,朱珚丝,女,174.46,2005-02-20,西1舍601
04025660,刘茂旲,男,176.0,2003-12-06,北2舍839
04025670,李君浣,男,167.0,2004-04-18,西1舍212
04025681,邢玫育,女,167.08,2005-04-16,西2舍111
04025691,罗云倩,女,156.26,2003-08-31,北1舍412
04025700,刘庆俯,男,170.0,2004-10-10,南1舍118
04025710,米雨励,男,181.0,2003-09-07,南1舍619
04025721,袁梓鹃,女,176.81,2004-10-19,西2舍136
04025730,郁亨强,男,170.0,2004-04-23,西2舍808
04025740,吴兴杉,男,163.0,2003-12-27,北2舍601
04025751,韩彨扬,女,160.41,2004-12-02,东2舍420
04025761,向香姣,女,168.19,2004-08-11,北2舍432
04025770,张存昊,男,182.0,2005-07-09,南2舍938
04025780,王震瑜,男,177.0,2004-07-25,西2舍120
04025790,王禛骏,男,182.0,2004-03-09,西1舍839
04025800,李振志,男,180.0,2004-08-05,北2舍221
04025811,聂菡亭,女,169.1,2004-10-18,北1舍131
04025821,杨雯瑾,女,172.89,2004-10-13,北2舍625
04025831,史漪艳,女,155.26,2004-09-20,东1舍831
04025841,唐安正,女,160.24,2004-12-18,南2舍113
04025851,王靖歆,女,174.07,2004-02-23,南1舍827
04025860,秦宝璥,男,177.0,2004-05-26,北2舍715
04025870,雷俯佚,男,182.0,2004-04-11,西2舍418
04025881,祝芬飘,女,150.65,2004-09-06,东1舍429
04025890,梁来驾,男,167.0,2004-06-24,西2舍807
04025901,丁优月,女,163.29,2005-03-18,南1舍531
04025911,陈辰书,女,154.44,2004-04-26,北1舍302
04025920,萧祺越,男,164.0,2004-09-23,南1舍437
04025931,章诗惜,女,170.81,2004-04-03,西1舍926
04025940,李存世,男,173.0,2004-09-18,西1舍421
04025951,徐瑷嫦,女,165.37,2004-04-28,西1舍704
04025960,郭葆沧,男,177.0,2003-11-15,西2舍416
04025971,李人纹,女,178.27,2004-05-09,南2舍617
04025980,吕波殿,男,171.0,2004-07-02,东2舍203
04025990,张渝森,男,166.0,2004-01-25,南2舍102
04026000,曹佳济,男,180.0,2004-11-18,北2舍923
04026011,杨蕾珚,女,168.86,2004-10-03,东2舍615
04026020,梁淼贵,男,172.0,2005-03-13,东2舍727
04026030,方皓谦,男,183.0,2005-05-23,北2舍601
04026040,张缜诤,男,183.0,2004-05-24,西1舍520
04026050,张广晞,男,171.0,2003-10-05,西2舍320
04026060,张奇茂,男,177.0,2004-02-21,东1舍527
04026070,范澈登,男,179.0,2003-11-09,南1舍131
04026080,徐涛彤,男,179.0,2003-11-06,北2舍715
04026090,唐士皓,男,171.0,2004-12-13,东1舍617
04026100,杨超卓,男,169.0,2004-03-30,西2舍815
04026111,丘惠南,女,156.76,2003-12-12,北2舍929
04026120,高焘苗,男,171.0,2005-01-09,西2舍617
04026131,刘音梨,女,156.33,2005-03-28,北2舍916
04026140,郝泮万,男,177.0,2005-02-04,东1舍825
04026150,李洲辈,男,179.0,2004-02-04,南2舍424
04026160,余州璟,男,162.0,2004-02-21,东1舍418
04026170,刘玮云,男,161.0,2004-05-14,北1舍239
04026180,吴征迈,男,176.0,2004-08-09,南1舍305
04026191,刘晴自,女,157.15,2004-07-01,西1舍837
04026200,王瀛弛,男,173.0,2004-12-13,东2舍430
04026211,李园光,女,160.13,2005-04-06,南1舍423
04026220,向明杭,男,169.0,2003-10-18,北2舍837
04026231,韩燕柔,女,149.18,2004-05-22,南1舍116
04026240,吕蔚景,男,176.0,2004-03-19,南2舍810
04026251,王薇倩,女,169.09,2005-01-04,南2舍706
04026260,罗希致,男,168.0,2003-11-18,东2舍512
04026270,鲁意纲,男,180.0,2005-02-13,南2舍833
04026281,童绮帆,女,162.4,2004-04-01,北2舍936
04026291,陈凤园,女,163.07,2005-01-01,东1舍106
04026300,马含福,男,167.0,2004-11-13,西2舍206
04026311,吴璧新,女,164.32,2004-11-03,西2舍703
04026321,邬风蓓,女,160.61,2004-07-19,南1舍529
04026330,李震友,男,173.0,2005-04-30,南1舍440
04026340,马奕峰,男,155.0,2004-04-16,南2舍725
04026350,李奕映,男,170.0,2004-05-11,西1舍108
04026360,赵晨澜,男,178.0,2004-11-23,北1舍938
04026371,徐漪娅,女,166.73,2004-11-27,西2舍525
04026381,胡瑛盼,女,164.6,2004-04-04,北1舍627
04026391,马梓皎,女,164.29,2004-07-03,西1舍130
04026401,刘风楠,女,165.35,2004-01-13,北2舍738
04026411,桑昭珚,女,156.31,2003-12-06,南1舍917
04026421,万问易,女,148.88,2004-07-03,北2舍813
04026431,刘滟菡,女,166.1,2004-07-02,东2舍203
04026440,马攸柒,男,163.0,2004-12-24,南2舍109
04026450,张充旲,男,190.0,2004-07-12,南1舍317
04026460,刘争柏,男,168.0,2003-10-23,西1舍223
04026471,苗璇凡,女,154.77,2005-01-04,北1舍603
04026481,周书煦,女,162.72,2003-11-10,南1舍635
04026490,高乔康,男,165.0,2005-02-24,东1舍526
04026500,王燏柏,男,163.0,2004-01-31,北2舍506
04026511,樊普卓,女,168.6,2004-03-16,西1舍530
04026521,廖彩奇,女,174.56,2004-06-18,东1舍519
04026530,朱益州,男,164.0,2004-08-28,东2舍125
04026540,张韵轼,男,167.0,2003-08-25,东2舍125
04026550,蔡玮蔚,男,165.0,2004-05-30,北2舍315
04026561,胡桑贞,女,164.12,2004-08-15,东2舍636
04026570,许庭璥,男,172.0,2003-09-01,西1舍329
04026581,罗煜凡,女,156.62,2004-07-16,南2舍420
04026590,靳晨峻,男,175.0,2004-08-04,北1舍726
04026601,吴碧梦,女,157.95,2004-05-01,东1舍103
04026611,唐采尔,女,164.12,2004-06-06,西1舍439
04026620,李万伟,男,175.0,2003-08-28,南2舍928
04026631,左曼雯,女,166.94,2004-08-11,西2舍707
04026640,马驾才,男,163.0,2004-11-06,西2舍326
04026651,熊皎歆,女,160.69,2004-10-02,北2舍734
04026660,李锦万,男,174.0,2004-10-25,南1舍305
04026671,夏映艺,女,159.63,2004-09-09,西1舍403
04026681,徐镱瑞,女,157.48,2004-08-12,南1舍615
04026691,韦铃绮,女,166.41,2004-10-12,东2舍923
04026700,戴兴若,男,178.0,2004-11-16,南2舍804
04026711,程希影,女,167.41,2004-09-24,东1舍107
04026721,高任偀,女,159.02,2005-06-30,南2舍137
04026731,李珍自,女,157.02,2004-08-07,北2舍115
04026740,胡峰琛,男,175.0,2005-01-03,北1舍934
04026750,张璟俯,男,171.0,2004-06-27,西2舍715
04026760,叶迅焘,男,180.0,2004-05-30,西1舍804
04026771,潘香晓,女,171.71,2004-08-28,东1舍428
04026780,刘峰儒,男,166.0,2004-05-28,南2舍810
04026791,汪柳芃,女,158.97,2004-12-23,西2舍715
04026800,廖豪璥,男,162.0,2003-09-07,北1舍609
04026810,谭彬宸,男,174.0,2004-04-24,北2舍224
04026821,金镱珂,女,151.43,2005-05-24,西2舍617
04026831,王鹃妍,女,159.27,2005-02-25,北2舍624
04026840,刘韵竣,男,180.0,2003-12-26,北2舍713
04026850,高镇之,男,161.0,2004-09-09,东1舍323
04026860,朱海奎,男,170.0,2004-07-30,南1舍938
04026871,张泽亭,女,167.71,2004-01-26,南1舍709
04026880,王奇凰,男,170.0,2004-02-29,北1舍115
04026890,张庭乒,男,171.0,2004-12-11,北2舍921
04026901,段纯君,女,161.3,2004-06-15,东1舍225
04026911,张兰文,女,162.24,2004-04-18,东1舍609
04026920,熊和济,男,176.0,2004-04-23,北1舍306
04026931,姚藐青,女,167.0,2004-12-30,东2舍735
04026940,贾全谦,男,178.0,2004-08-05,东1舍928
04026950,叶畅星,男,174.0,2004-06-12,西2舍128
04026960,邹超晨,男,173.0,2004-07-02,东2舍632
04026971,曹滟馥,女,168.07,2004-02-03,南2舍905
04026981,谢阳盼,女,168.45,2004-03-14,南1舍232
04026991,任妹初,女,166.8,2004-02-13,北2舍337
04027000,王淇朕,男,167.0,2004-09-01,西2舍206
04027010,田政锐,男,172.0,2004-06-23,南1舍117
04027020,苏政业,男,171.0,2003-06-22,东2舍236
04027031,杨媱香,女,151.49,2004-05-01,西1舍430
04027040,蒋磊钦,男,163.0,2004-03-02,南1舍922
04027050,郑彤语,男,174.0,2004-04-18,南2舍126
04027061,衣书裳,女,166.3,2004-05-16,北1舍435
04027071,何琶泽,女,155.97,2004-02-09,东1舍809
04027080,任浪歌,男,163.0,2004-05-07,西1舍434
04027091,赵俏籁,女,155.92,2004-10-03,东2舍432
04027101,杨瑶爽,女,158.95,2004-10-11,北2舍927
04027110,杨昭迈,男,175.0,2004-11-06,西1舍539
04027121,陈鸥欣,女,179.32,2005-03-07,东2舍909
04027131,洪瑛雨,女,162.46,2004-04-19,南1舍917
04027141,郑芷熙,女,159.16,2004-04-03,西2舍118
04027150,魏旲帝,男,167.0,2004-12-06,东1舍739
04027160,杨鹏东,男,167.0,2004-06-06,西2舍325
04027170,孙圣军,男,183.0,2004-07-04,北1舍912
04027181,马真锦,女,164.05,2004-09-16,北1舍218
04027191,高娣珍,女,170.25,2004-12-02,南1舍131
04027200,汪世亿,男,185.0,2003-11-19,东1舍523
04027210,袁泉歌,男,173.0,2005-03-27,南1舍827
04027221,朱焓云,女,161.08,2004-09-05,南2舍521
04027230,曾霆琛,男,167.0,2004-07-18,西2舍422
04027240,朱晋彬,男,176.0,2005-08-25,东1舍318
04027251,张茗淑,女,169.57,2004-05-23,南2舍902
04027260,郑浪衡,男,176.0,2004-02-25,西2舍233
04027270,邓杉征,男,187.0,2004-12-24,西1舍409
04027281,张振柔,女,158.33,2004-09-08,北1舍301
04027291,刘春梓,女,159.14,2004-09-05,北2舍713
04027300,高耀达,男,175.0,2003-12-27,西1舍213
04027310,王星晟,男,187.0,2004-07-21,东1舍637
04027320,缪宏璟,男,171.0,2004-04-25,西2舍818
04027330,段稹宏,男,179.0,2004-01-16,南1舍238
04027341,董佳智,女,166.5,2004-08-09,南1舍731
04027351,时思榆,女,161.06,2005-02-03,北2舍109
04027361,刘锦琦,女,162.48,2004-11-17,西2舍803
04027371,管漫优,女,169.68,2004-10-03,南2舍409
04027381,李槐影,女,157.59,2004-09-07,南1舍431
04027390,杨琪桦,男,174.0,2004-09-05,北2舍140
04027401,王冉觅,女,154.56,2004-06-21,南1舍839
04027410,于聪鹰,男,179.0,2004-04-28,西1舍309
04027421,李丝蕴,女,161.03,2004-05-22,东1舍532
04027430,周全霖,男,174.0,2003-12-30,东1舍407
04027441,包悦锦,女,156.53,2004-06-24,东1舍115
04027451,王姝茗,女,147.99,2004-10-12,西1舍130
04027460,李希劻,男,183.0,2005-02-25,北2舍708
04027470,黄蔚昭,男,163.0,2005-01-08,北1舍802
04027481,李易茜,女,161.4,2004-06-25,东1舍830
04027491,宋瑜芯,女,170.15,2004-04-10,西2舍307
04027501,薛芷浩,女,155.73,2004-09-22,东1舍340
04027510,屈桓逸,男,173.0,2004-06-25,东1舍809
04027521,田婵菱,女,167.93,2003-07-25,西2舍832
04027531,曾蓓超,女,162.09,2005-01-10,东1舍318
04027540,焦船罡,男,176.0,2005-07-01,北2舍840
04027550,李业儒,男,181.0,2004-07-25,西2舍610
04027561,刘煜姝,女,167.9,2004-09-14,南1舍238
04027571,俞晨花,女,163.38,2005-06-12,北1舍115
04027580,孔敖殿,男,185.0,2004-06-22,西2舍426
04027590,王魏彦,男,171.0,2004-10-16,西1舍610
04027601,王雯潇,女,164.9,2004-07-10,东1舍632
04027611,周融环,女,176.63,2004-09-20,北1舍133
04027620,李雄擎,男,183.0,2004-07-23,东1舍505
04027630,高意缜,男,171.0,2003-11-03,南1舍815
04027640,杨行林,男,175.0,2004-12-04,北1舍429
04027651,沈诗光,女,167.98,2004-04-08,南2舍306
04027660,谢初殿,男,167.0,2005-01-23,西1舍501
04027670,徐瑜柒,男,175.0,2004-07-21,北1舍904
04027680,李腾友,男,166.0,2004-04-10,北2舍604
04027691,胡书嫦,女,155.64,2003-12-23,西1舍113
04027701,张靖瑷,女,159.75,2004-04-14,南2舍425
04027710,柳筠峰,男,173.0,2004-09-06,东2舍935
04027720,谢中聚,男,173.0,2004-06-08,南2舍910
04027730,蒋崇朕,男,183.0,2004-06-01,南1舍901
04027741,方佩锦,女,158.09,2004-09-14,西2舍511
04027751,蔡夏碧,女,170.8,2004-04-10,西1舍113
04027761,吴烷雁,女,165.58,2003-10-05,西1舍205
04027770,胡瑞亨,男,175.0,2004-09-21,西1舍936
04027780,苏佑俯,男,179.0,2004-07-15,北2舍837
04027791,陶凤语,女,170.15,2004-06-06,西2舍203
04027801,曹宛任,女,163.87,2004-09-15,西1舍104
04027811,谢晴真,女,162.17,2004-04-20,西1舍523
04027821,王儿莲,女,165.23,2004-08-17,北2舍916
04027830,曾生瀛,男,169.0,2004-10-12,西2舍216
04027840,黄衍澔,男,175.0,2003-09-12,东1舍724
04027850,徐羽鑫,男,173.0,2004-03-15,西2舍324
04027860,冉濯冕,男,174.0,2005-01-18,西2舍832
04027870,刘河苗,男,171.0,2004-02-05,南1舍908
04027881,王振童,女,160.67,2004-02-16,南2舍434
04027890,胡远竹,男,171.0,2004-10-02,西1舍125
04027900,张岑贵,男,168.0,2004-06-08,东2舍740
04027910,朱轩庭,男,170.0,2005-02-18,北1舍804
04027921,周甜嫣,女,159.59,2004-08-29,西1舍608
04027930,刘昂震,男,182.0,2004-07-12,西2舍232
04027941,刘若珚,女,168.85,2004-08-03,西2舍833
04027951,万葵允,女,163.37,2004-06-17,西2舍507
04027960,周矾宇,男,163.0,2003-12-10,西1舍101
04027971,张筠琴,女,165.13,2004-05-31,南2舍618
04027981,袁宇霄,女,172.45,2004-02-26,南2舍612
04027991,李芃燕,女,175.12,2004-08-04,东1舍428
04028000,谢宏浪,男,174.0,2004-02-28,西1舍902
04028011,徐纨懿,女,168.41,2004-06-10,东2舍208
04028020,杨鑫合,男,178.0,2004-10-25,南1舍402
04028031,徐卓优,女,157.59,2004-06-05,东1舍921
04028040,翟腾溯,男,173.0,2005-04-14,东2舍812
04028051,王荣昊,女,153.49,2005-01-19,西1舍605
04028060,朱阳河,男,164.0,2004-12-16,西2舍818
04028071,杨柔桃,女,160.25,2004-04-23,东1舍225
04028081,程佑英,女,160.01,2004-02-01,西1舍501
04028090,李密泮,男,183.0,2004-06-10,西1舍703
04028101,许趣敏,女,169.25,2004-07-07,北1舍339
04028110,曹杉聪,男,166.0,2005-01-05,北2舍924
04028120,李阔梁,男,168.0,2003-09-22,西2舍101
04028130,高初瑞,男,177.0,2003-10-07,南1舍438
04028141,张依红,女,177.1,2004-10-29,南2舍207
04028150,徐诤衍,男,171.0,2004-12-09,南2舍113
04028160,钱材子,男,181.0,2005-06-12,西2舍309
04028170,魏驹衍,男,172.0,2004-09-17,东2舍208
04028180,高劭烊,男,166.0,2003-10-02,西1舍205
04028191,郭珍瑷,女,149.94,2004-07-24,东2舍807
04028201,王昕涵,女,162.64,2004-09-15,东1舍339
04028210,赵智桓,男,160.0,2004-09-20,北2舍922
04028220,杨竹旖,男,182.0,2003-11-27,东2舍704
04028231,赵鸣路,女,163.88,2004-01-05,南2舍113
04028240,王寒波,男,179.0,2004-02-09,南2舍229
04028251,刘鹤蓓,女,156.85,2004-09-20,南1舍323
04028261,高雨会,女,176.77,2004-05-06,北1舍219
04028270,王掣李,男,170.0,2004-01-11,南1舍230
04028281,柏然绮,女,172.73,2004-10-21,南1舍326
04028290,季楠澎,男,172.0,2004-05-17,西2舍505
04028300,孔朋保,男,162.0,2004-02-10,南2舍723
04028311,武烟人,女,156.41,2004-07-21,北1舍325
04028321,常智万,女,166.94,2004-07-07,东1舍123
04028331,刘肖春,女,178.73,2005-01-14,东2舍703
04028341,王初芹,女,175.41,2004-04-07,西1舍611
04028351,李优岚,女,156.4,2004-08-13,西1舍113
04028360,杨棋青,男,168.0,2004-08-05,东1舍304
04028371,廖虞豆,女,161.84,2005-01-22,西1舍439
04028380,党康坤,男,163.0,2004-04-28,北1舍203
04028390,刘宝驾,男,174.0,2004-05-30,南1舍603
04028401,向菡辰,女,155.31,2004-07-23,西1舍327
04028411,吕映影,女,163.12,2004-08-16,西2舍308
04028421,刘苑寻,女,172.44,2004-10-31,北1舍726
04028430,王蒲康,男,174.0,2004-05-13,西1舍626
04028441,马赫萌,女,169.24,2004-12-03,南1舍917
04028450,罗旖军,男,153.0,2004-07-02,西2舍418
04028461,赖琰媱,女,165.44,2005-02-07,东2舍136
04028471,杨冉涵,女,168.94,2004-03-09,东1舍234
04028480,曹谦光,男,161.0,2004-07-29,西2舍217
04028490,黄万之,男,166.0,2005-01-03,东1舍829
04028500,陈颜伦,男,186.0,2004-09-18,南2舍825
04028510,朱宣康,男,184.0,2004-02-04,西2舍527
04028520,戴才光,男,177.0,2005-05-31,北1舍535
04028530,李喆岑,男,169.0,2005-02-25,西2舍304
04028541,刘伟懿,女,152.87,2004-09-07,东2舍909
04028551,刘烟靖,女,155.74,2004-03-29,西1舍801
04028560,侯毅瑜,男,171.0,2004-05-11,东2舍936
04028571,瞿岚兔,女,172.89,2004-08-11,东2舍909
04028581,林滟楠,女,155.75,2004-08-05,东1舍302
04028591,庄媛昕,女,154.85,2004-09-01,北2舍340
04028601,刘琶菁,女,169.92,2004-08-28,东1舍207
04028611,陈勤萍,女,164.98,2003-12-07,东1舍829
04028621,张茜甜,女,162.37,2003-12-06,南1舍922
04028631,辛琴菱,女,170.93,2004-12-08,南2舍914
04028641,齐自娴,女,169.5,2004-06-07,北2舍138
04028651,李红芯,女,152.45,2004-04-04,南2舍130
04028661,彭颖令,女,158.19,2004-07-01,南1舍528
04028670,卜烨纪,男,165.0,2004-08-16,南1舍709
04028681,吕芥杏,女,174.37,2004-10-24,南1舍224
04028691,韩蕊超,女,168.32,2003-06-09,南1舍306
04028701,屈雪萱,女,162.42,2004-04-01,南1舍913
04028710,蔡旖时,男,175.0,2003-12-11,西2舍317
04028720,耿川泽,男,178.0,2003-10-29,西1舍605
04028730,周毅含,男,168.0,2004-08-13,东2舍712
04028740,陈永杭,男,175.0,2003-11-24,北2舍326
04028750,柳朋阔,男,173.0,2004-09-18,东1舍430
04028761,李新婕,女,163.84,2004-04-30,西2舍204
04028770,周承军,男,173.0,2004-10-02,北2舍632
04028781,刘萌菁,女,159.15,2004-08-03,西2舍814
04028791,刘新媛,女,156.17,2004-08-18,北2舍704
04028801,花惜双,女,157.18,2004-10-13,东2舍532
04028810,廖漾风,男,174.0,2004-05-09,南1舍306
04028821,雷纨晋,女,170.69,2004-03-24,北1舍333
04028830,吴颜轼,男,167.0,2004-12-12,北2舍521
04028841,朱欢亭,女,165.54,2003-09-14,北2舍924
04028850,陈全子,男,186.0,2004-02-07,北1舍919
04028861,汪琼敏,女,157.48,2004-06-23,北1舍339
04028871,滕辰会,女,172.74,2005-03-06,南1舍228
04028880,温谚平,男,167.0,2004-06-18,南1舍527
04028890,张钦晞,男,177.0,2004-08-22,北2舍526
04028900,鄢子寒,男,174.0,2004-03-23,西2舍226
04028911,韩璧楠,女,172.97,2004-05-21,西1舍523
04028921,袁问芃,女,145.35,2003-09-13,南2舍834
04028930,朱烊泮,男,180.0,2004-03-16,北1舍324
04028940,夏冰征,男,164.0,2003-11-16,西2舍140
04028951,徐素娴,女,170.59,2004-02-28,西2舍525
04028961,曾晴珂,女,176.82,2004-08-08,南2舍229
04028971,戴樱峥,女,157.6,2004-05-26,西2舍925
04028980,刘茂朕,男,165.0,2004-07-15,东1舍502
04028990,牛蓝旲,男,171.0,2004-07-21,东1舍525
04029001,吴儿瑗,女,157.96,2005-08-02,北2舍523
04029010,姚晋迈,男,167.0,2004-12-24,东2舍125
04029020,庞韶映,男,180.0,2004-03-28,东2舍123
04029030,张康冰,男,166.0,2004-01-16,北2舍834
04029041,范烷妍,女,163.96,2005-09-21,东2舍327
04029051,张沁优,女,173.67,2004-06-06,西2舍723
04029061,于露娅,女,164.62,2004-04-18,东1舍105
04029070,万桦充,男,170.0,2005-02-19,西1舍902
04029081,冯环菱,女,154.91,2004-09-18,西2舍327
04029091,虞萌琶,女,155.84,2004-11-12,西1舍535
04029101,朱可虹,女,171.24,2003-12-06,西1舍338
04029111,鲁燕笛,女,164.73,2004-03-16,南2舍938
04029121,王松连,女,161.44,2004-06-13,西1舍732
04029130,花钊铠,男,171.0,2004-08-28,西1舍425
04029140,孙亨魏,男,177.0,2004-01-13,北2舍317
04029150,万树昴,男,172.0,2004-05-09,西2舍928
04029160,张泉榜,男,182.0,2004-08-13,南2舍121
04029171,刘虞焓,女,153.59,2004-01-31,东1舍418
04029181,朱尔彨,女,162.37,2003-10-12,东2舍907
04029190,吴晞华,男,173.0,2004-11-05,南2舍223
04029200,温曦中,男,181.0,2004-07-18,北1舍317
04029211,董木奇,女,163.7,2003-09-21,南1舍616
04029220,洪帅掣,男,172.0,2004-12-22,东2舍501
04029231,甘梓新,女,158.23,2003-10-19,东1舍220
04029240,陈舱俊,男,165.0,2005-04-12,北1舍622
04029251,邓光越,女,166.8,2005-06-25,南1舍402
04029260,陈凯阔,男,178.0,2004-03-31,东1舍934
04029270,许铠密,男,180.0,2004-06-12,北1舍702
04029281,张柳自,女,157.2,2004-07-03,南1舍531
04029290,王涵溯,男,171.0,2003-11-22,西2舍213
04029300,王衡政,男,180.0,2004-02-06,西1舍704
04029310,孙桦浦,男,165.0,2004-02-05,东2舍631
04029321,王珞彦,女,166.5,2004-03-10,西2舍105
04029331,李歆杭,女,158.41,2004-05-31,西2舍416
04029341,范霜韵,女,166.21,2004-12-06,西1舍917
04029351,帅黛松,女,168.71,2004-01-19,南1舍113
04029360,刘才杭,男,172.0,2004-05-15,西1舍514
04029371,冯彦洁,女,167.83,2004-02-24,西2舍926
04029380,任竹钧,男,174.0,2004-12-16,西1舍732
04029391,葛萁怡,女,166.38,2004-06-14,东2舍540
04029400,杨溪轼,男,170.0,2004-09-22,南2舍310
04029410,袁魏庭,男,159.0,2005-01-11,东2舍836
04029420,董洋凰,男,174.0,2004-04-09,西2舍324
04029431,凌钰风,女,163.34,2004-07-01,南2舍918
04029441,刘恬兰,女,156.49,2004-03-31,北1舍517
04029451,陈晨靖,女,161.97,2004-05-03,北2舍213
04029460,李忠洲,男,172.0,2003-09-09,东1舍508
04029471,徐萍新,女,160.16,2003-06-02,北2舍816
04029480,陈伦衍,男,178.0,2004-03-03,南1舍540
04029491,陈霞桃,女,152.35,2004-09-07,南2舍226
04029500,张焘阳,男,174.0,2004-07-13,北1舍140
04029511,杨岚扬,女,167.12,2004-04-06,东1舍327
04029521,徐娇越,女,172.74,2003-12-19,西1舍827
04029530,裴之昴,男,167.0,2004-08-13,南1舍807
04029541,俞芬恬,女,155.33,2005-02-01,北1舍230
04029551,杨育叶,女,157.96,2004-03-20,西2舍832
04029561,孙路娟,女,153.25,2004-03-21,东2舍827
04029571,殷晶羽,女,145.76,2005-03-22,西2舍211
04029581,许晗鹃,女,158.19,2005-01-12,东1舍519
04029590,雷全言,男,172.0,2004-08-28,北1舍835
04029601,黄滢超,女,173.24,2004-10-02,南1舍830
04029611,杨露艳,女,179.26,2005-02-17,南2舍118
04029621,王婕彦,女,173.73,2004-09-26,西2舍238
04029630,邓充争,男,162.0,2004-08-01,南2舍407
04029641,高萁卿,女,157.15,2004-11-22,北1舍826
04029650,李琛云,男,169.0,2005-01-19,西1舍739
04029661,魏梓桂,女,159.4,2004-08-03,东2舍516
04029670,李佑贵,男,183.0,2003-08-27,东2舍923
04029681,陈倩宛,女,154.48,2003-08-01,东1舍322
04029691,梁洁珚,女,156.33,2004-09-16,南1舍408
04029700,李炎昊,男,169.0,2004-05-28,东2舍425
04029710,谢豪波,男,174.0,2004-02-04,南2舍133
04029720,高杰茂,男,180.0,2004-07-01,西1舍412
04029730,王理昊,男,164.0,2004-08-29,南1舍706
04029741,符宁欢,女,172.89,2003-12-30,西1舍213
04029751,刘越桑,女,176.25,2004-07-11,南1舍323
04029760,栾鑫瀛,男,175.0,2004-03-30,东2舍404
04029771,何越玉,女,169.84,2004-11-06,东1舍308
04029780,吴真军,男,174.0,2004-04-14,南2舍602
04029791,马璧鸾,女,151.28,2004-02-18,东1舍824
04029801,吴宁英,女,160.53,2004-06-04,西1舍801
04029810,樊光浣,男,170.0,2004-05-12,西1舍923
04029820,杨贯昂,男,175.0,2004-10-09,南1舍832
04029830,刘卫浦,男,170.0,2004-05-29,西2舍404
04029841,林霄蓝,女,168.71,2004-08-01,南2舍128
04029851,余悠洛,女,151.75,2004-06-06,北2舍533
04029860,许驹正,男,178.0,2004-09-21,南1舍231
04029870,李佑存,男,183.0,2005-02-27,北2舍306
04029880,郭震星,男,168.0,2003-08-13,北2舍102
04029891,夏澜娣,女,167.12,2004-04-11,东1舍412
04029901,张萱傲,女,164.88,2004-09-24,南2舍710
04029910,冯高翰,男,177.0,2004-06-14,南2舍406
04029920,贺辉魏,男,180.0,2004-03-23,南2舍425
04029930,殷寒立,男,179.0,2004-03-18,南2舍609
04029940,李益若,男,159.0,2004-02-08,西2舍627
04029951,李宇琦,女,159.38,2004-04-04,东1舍411
04029961,魏燕风,女,165.89,2004-04-10,东2舍212
04029971,洪倩茹,女,166.24,2005-03-22,北1舍515
04029981,刘纯敏,女,170.9,2004-08-23,南2舍721
04029990,陈掣晨,男,172.0,2005-01-29,西1舍926
04030001,杨海茗,女,157.65,2004-09-18,南1舍820
04030010,刘中志,男,168.0,2004-08-17,西2舍232
04030020,罗广示,男,168.0,2004-07-06,南2舍928
04030030,田韶骢,男,171.0,2004-06-16,南1舍235
04030040,丘诗含,男,160.0,2004-08-01,北1舍233
04030051,田松佑,女,156.64,2004-09-01,北2舍322
04030061,程忆瑛,女,162.87,2004-10-13,东1舍739
04030070,李泉臻,男,169.0,2005-03-05,东1舍515
04030080,赵恬书,男,178.0,2004-05-05,北2舍707
04030091,萧榆婵,女,171.57,2004-08-25,北2舍523
04030100,丁亭骢,男,186.0,2005-02-02,东2舍934
04030111,姜然秋,女,164.84,2004-05-04,北2舍436
04030121,徐镱籁,女,167.6,2004-12-24,东1舍613
04030131,李潇蒨,女,170.3,2004-03-20,西2舍815
04030141,夏煜泽,女,156.17,2004-05-05,南2舍625
04030150,张纲高,男,181.0,2004-12-20,南2舍440
04030160,彭雨影,男,165.0,2004-04-22,南2舍402
04030170,尚臣奎,男,177.0,2003-11-06,南2舍829
04030180,蒙隆州,男,168.0,2004-06-01,南2舍701
04030190,李齐志,男,193.0,2004-08-26,西1舍813
04030201,蒋聪芝,女,144.59,2004-07-25,东1舍513
04030210,方琦树,男,169.0,2004-06-23,东1舍316
04030221,姜彤影,女,161.69,2005-03-20,东2舍138
04030231,古奕苒,女,154.68,2004-11-23,东1舍340
04030240,彭宸盛,男,173.0,2004-05-05,西1舍923
04030251,张煊灵,女,170.04,2004-08-12,北2舍728
04030260,何彬宝,男,167.0,2004-07-30,北2舍224
04030270,廖彦伟,男,175.0,2004-01-22,东1舍434
